ref,from,to,opening-hours,via,intermediates,exceptions,duration,frequency,intermediate-durations
200,Circle,New Melcom,Mo-Sa 05:00-10:00,,Circle;Circle Neoplan Station;Azumah Nelson Complex;Dance Bar;St. Theresa's;Pentecost;Obaatanpa;Green Hand;CPP;Masalakyi;Swanlake;Light House;New Melcom,,21.0,5.0,0.0;2.0;4.0;6.0;8.0;10.0;12.0;14.0;16.0;18.0;20.0;22.0;24.0
202,Novotel,Circle,Mo-Sa 05:00-10:00,,Novotel;Tigo Office;Adabraka Market;Mr. Biggs;Circle,,15.0,5.0,0.0;3.0;6.0;9.0;12.0
202,Circle,Novotel,Mo-Sa 05:00-10:00,,Circle;Dance Bar;Adabraka Market;Tigo Office;Accra Technical University;Kinbu;Novotel,,17.0,5.0,0.0;2.0;4.0;6.0;8.0;10.0;12.0
204,Osu Presby,Circle,Mo-Sa 05:00-10:00,,Osu;Stadium;Roundabout Ridge;Ridge Hospital;Mental;Cathedral;Total;Circle,,21.0,5.0,0.0;3.0;6.0;9.0;12.0;15.0;18.0;21.0
204,Circle,Osu Presby,Mo-Sa 05:00-10:00,,Circle;Commercial Bank;Dance Bar;Mental;Ridge Hospital;Stadium;Osu,,22.0,5.0,0.0;3.0;6.0;9.0;12.0;15.0;18.0
205,Osu RE,Circle,Mo-Sa 05:00-10:00,,Osu;Osu Shell;Papaye;SSNIT;Afridom;Penta Hotel;Fire Service;Police Headquarters;Sankara;GBC;Mobil;Nima Police Station;Equip;Circle Overhead;Commercial Bank;Last Stop Odawnaa;Odorna;Curve,,32.0,5.0,0.0;2.0;4.0;6.0;8.0;10.0;12.0;14.0;16.0;18.0;20.0;22.0;24.0;26.0;28.0;30.0;32.0;34.0
205,Circle,Osu RE,Mo-Sa 05:00-10:00,,Odorna;Mr. Biggs;Mami Dokuno;Paloma;Multi Choice;Kanda;Mobil;GBC First;GBC Second;Fire Service;Danquah;Zenith;Afridom;SSNIT;Frankies;Papaye;Shell;Kelewele;Christian Council;Last stop;Osu,,81.0,5.0,0.0;4.0;8.0;12.0;16.0;20.0;24.0;28.0;32.0;36.0;40.0;44.0;48.0;52.0;56.0;60.0;64.0;68.0;72.0;76.0;80.0
206,Osu RE,Circle,Mo-Sa 05:00-10:00,,Osu;Papaye;SNNIT;Penta Hotel;Danquah Second;Fire Service;Sankara;GBC;Mobil;Nima Police Station;Paloma;Circle Overhead;Commercial Bank;Circle,,24.0,10,0.0;2.0;4.0;6.0;8.0;10.0;12.0;14.0;16.0;18.0;20.0;22.0;24.0;26.0
206,Circle,Osu RE,Mo-Sa 05:00-10:00,,Circle;Mr. Biggs;Mami Dokuno;Paloma;Multi Choice;Kanda;Mobil;GBC First;GBC Second;Police Headquarters;Fire Service;Danquah;Zenith;Afridom;SSNIT;Frankies;Papaye;Shell;Osu Shell;Presby School Junction;Osu,,26.0,10,0.0;1.0;2.0;3.0;4.0;5.0;6.0;7.0;8.0;9.0;10.0;11.0;12.0;13.0;14.0;15.0;16.0;17.0;18.0;19.0;20.0
207,Ridge Hospital,Circle,Mo-Sa 05:00-10:00,,Ridge Hospital;Mental;Cathedral;Total;Mr. Biggs;Commercial Bank;Circle,,14.0,5.0,0.0;2.0;4.0;6.0;8.0;10.0;12.0
207,Circle,Ridge Hospital,Mo-Sa 05:00-10:00,,Circle;Dance Bar;Cathedral;Mental;Ridge Hospital,,11.0,5.0,0.0;2.0;4.0;6.0;8.0
208,Stadium,Circle,Mo-Sa 05:00-10:00,,Stadium;Ridge Hospital;Mental;Cathedral;Total;Mr. Biggs;Commercial Bank;Circle,,16.0,5.0,0.0;2.0;4.0;6.0;8.0;10.0;12.0;14.0
208,Circle,Stadium,Mo-Sa 05:00-10:00,,Circle;Dance Bar;Mental;Ridge Hospital;Stadium,,12.0,5.0,0.0;2.0;4.0;6.0;8.0
210,Teachers Hall,Circle,Mo-Sa 05:00-10:00,,Teachers Hall;Adabraka Market;Mr. Biggs;Commercial Bank;Circle,,8.0,5.0,0.0;2.0;4.0;6.0;8.0
210,Circle,Teachers Hall,Mo-Sa 05:00-10:00,,Circle;Dance Bar;Cathedral;Museum;Teachers Hall,,16.0,5.0,0.0;3.0;6.0;9.0;12.0
404,Dome Railway Crossing,Nima Overhead,Mo-Sa 05:00-10:00,,Dome Crossing;Container;Parakuo;Christian Village Jucntion;Polo;Achimota Hospital Curve;Achimota Hospital;Achimota Club House;Forestry;Abelenkpe Junction;Railway;Dzorwulu Junction;Ebony;Roman Ridge 2nd;Pig Farm Junction;Accra Girls;Konka;Nima Overhead,,44.0,10,0.0;2.0;4.0;6.0;8.0;10.0;12.0;14.0;16.0;18.0;20.0;22.0;24.0;26.0;28.0;30.0;32.0;34.0
404,Nima Overhead,Dome Railway Crossing,Mo-Sa 05:00-10:00,,Nima Overhead;Roman Ridge;Ebony;Dzorwulu Junction;Abelenkpe Junction;Abelenkpe Curve;Dua Ase;Junction;Achimota New Station;Neoplan;ABC Junction;Mile 7;Best Point;Achimota Mall;St. Johns;Dome;Adehyeman;Dome Crossing,,55.0,10,0.0;3.0;6.0;9.0;12.0;15.0;18.0;21.0;24.0;27.0;30.0;33.0;36.0;39.0;42.0;45.0;48.0;51.0
402,Awoshie Last Stop,Nima Overhead,Mo-Sa 05:00-10:00,,Awoshie Last stop;Been To;Kwashieman;Hong Kong;Nyamekye;Abrantie;Abeka Lapaz;Lapaz Market;Fly top;Suzzy's Inn;Akweteyman;Achimota Overhead;Abofu;CP;Abelenkpe Junction;Railway;Dzorwulu Junction;Ebony;Roman Ridge 2nd;Konka;Nima Overhead,,40.0,5.0,0.0;2.0;4.0;6.0;8.0;10.0;12.0;14.0;16.0;18.0;20.0;22.0;24.0;26.0;28.0;30.0;32.0;34.0;36.0;38.0;40.0
402,Nima Overhead,Awoshie Last Stop,Mo-Sa 05:00-10:00,,Nima Overhead;Roman Ridge;Ebony;Dzorwulu Junction;Abelenkpe Junction;CP;Abofu;Achimota Overhead;Akweteyman;Fly Top;Lapaz Market;Bambolino;Nii Boi Town Junction;Abeka Lapaz;Abeka Lapaz;Las Palmas;Abrantie;Kata;Hong Kong;Kwashieman Junction;Been To;Vineyard;Awoshie Last stop,,53.0,5.0,0.0;2.0;4.0;6.0;8.0;10.0;12.0;14.0;16.0;18.0;20.0;22.0;24.0;26.0;28.0;30.0;32.0;34.0;36.0;38.0;40.0;42.0;44.0
401,Israel Lomnava,Nima Overhead,Mo-Sa 05:00-10:00,,Israel Lomnava;Mile 7 T-Junction Top;School Junction;Pharmacy;Family Life;Fishpond;Alhadji No Front;High Tension;Links Garden;Nii Boi Station;Container;MTN;Nii Boi Town Junction;Abeka Lapaz (Nii Boi);Lapaz Market;Fly top;Suzzy's Inn;Akweteyman;Achimota Overhead;Abofu;CP;Abelenkpe Junction;Railway;Dzorwulu Junction;Ebony;Roman Ridge 2nd;Konka;Nima Overhead,,48.0,10,0.0;2.0;4.0;6.0;8.0;10.0;12.0;14.0;16.0;18.0;20.0;22.0;24.0;26.0;28.0;30.0;32.0;34.0;36.0;38.0;40.0;42.0;44.0;46.0;48.0;50.0;52.0;54.0
401,Nima Overhead,Israel Lomnava,Mo-Sa 05:00-10:00,,Nima Overhead;Roman Ridge;Ebony;Dzorwulu Junction;Abelenkpe Junction;CP;Abofu;Achimota Overhead;Akweteyman;Fly Top;Lapaz Market;Bambolino;Nii Boi Town Junction;Container;High Tension;Fishpond;St. Anthony School;Family Life;Pharmacy;Mile 7 T-Junction;T-Junction;Israel Lomnava,,36.0,10,0.0;2.0;4.0;6.0;8.0;10.0;12.0;14.0;16.0;18.0;20.0;22.0;24.0;26.0;28.0;30.0;32.0;34.0;36.0;38.0;40.0;42.0
398,Ashiaman,Nima Mamobi,Mo-Sa 05:00-10:00,,Ashaiman;Ashaiman Overhead;Tetteh Quarshie / Roundabout;Spanner;Nyaho;Container First;Jack and Jill;SGS;Frensho;Power House;Accra Girls;Konka;Nima Overhead;Maamobi;Mawarko;Gutter;Nima Roundabout;Nima Mamobi,,87.0,10,0.0;5.0;10.0;15.0;20.0;25.0;30.0;35.0;40.0;45.0;50.0;55.0;60.0;65.0;70.0;75.0;80.0;85.0
398,Nima Mamobi,Ashiaman,Mo-Sa 05:00-10:00,,Nima Mamobi;Airport Second;Shangrila;Accra Mall;KICC;Trasacco;18 Junction;Abattoir;Ashaiman Overhead;Washing Bay;Ashaiman Traffic Junction;Ashaiman Police Station;Ashaiman Last Stop;Ashaiman,,65.0,10,0.0;5.0;10.0;15.0;20.0;25.0;30.0;35.0;40.0;45.0;50.0;55.0;60.0;65.0
65,Darkuman,Accra,Mo-Sa 05:00-10:00,,Darkuman;Quarters;Mangoase;Asoredanho;Washingbay;Awony3;Ayigbe town;Fita;School Junction;Presby;Mother's Inn;Roundabout;Awudome;State Transport;STC;Rana Motors;Cold store;Graphic;Gate;Accra,,25.0,10,0.0;1.0;2.0;3.0;4.0;5.0;6.0;7.0;8.0;9.0;10.0;11.0;12.0;13.0;14.0;15.0;16.0;17.0;18.0;19.0
65,Accra,Darkuman,Mo-Sa 05:00-10:00,,Accra;Graphic;Fata;Awudome Cemetery;State Transport;Roundabout;Mothers Inn;Presby;Tsofi;Sakora;Mangoase;Been to;St. Johns;Alhadji;Washing Bay;Asoredanho;Police Station;Quarters;Darkuman,,31.0,10,0.0;2.0;4.0;6.0;8.0;10.0;12.0;14.0;16.0;18.0;20.0;22.0;24.0;26.0;28.0;30.0;32.0;34.0;36.0
92,Dome /Ashongman Estates,Achimota,Mo-Sa 05:00-10:00,,Dome /Ashongman Estates;Lotto kiosk;K Fori;Melcom;Hospital;Bridge;2nd Lotto kiosk;Emmanuel;Stores;Atomic Junction;Born Again;Gym;Dome Old Station;Dome Crossing;Adehyeman;Dome Market;St. Johns;St John's Second;Tantra Hills;Mile 7;ABC Junction;Neoplan;Achimota Overhead;Achimota New Station,,63.0,10,0.0;3.0;6.0;9.0;12.0;15.0;18.0;21.0;24.0;27.0;30.0;33.0;36.0;39.0;42.0;45.0;48.0;51.0;54.0;57.0;60.0;63.0;66.0;69.0
92,Achimota,Dome /Ashongman Estates,Mo-Sa 05:00-10:00,,Achimota New Station;Neoplan;ABC Junction;Mile 7;Best Point;Achimota Mall;St. Johns;Dome Market;Dome;Adehyeman;Dome Crossing;Dome Old Station;Dome Mobil;Gym;Born again;Dome New Station;Atomic First;Atomic Second;Brigde;Melcom;Lotto kiosk;Presby;School junction;Dome /Ashongman Estates,,51.0,10,0.0;2.0;4.0;6.0;8.0;10.0;12.0;14.0;16.0;18.0;20.0;22.0;24.0;26.0;28.0;30.0;32.0;34.0;36.0;38.0;40.0;42.0;44.0;46.0
100,Legon Station,Achimota,Mo-Sa 05:00-10:00,,Legon station;Legon Second;Okponglo;Legon;Okponglo Roundabout;Night Market;Legon Primary School;University Primary Roundabout;Ayido;18;Legon Barrier;GIMPA;Forestry Commission;Pure Fire;Kisseman Junction;Christian Village Jucntion;Polo;Golf Park;Achimota Hospital Curve;Achimota Hospital;PWD;Achimota Club House;Achimota Police Station Curve;Six Pillars;Achimota New Station,,28.0,10,0.0;1.0;2.0;3.0;4.0;5.0;6.0;7.0;8.0;9.0;10.0;11.0;12.0;13.0;14.0;15.0;16.0;17.0;18.0;19.0;20.0;21.0;22.0;23.0;24.0
100,Achimota,Legon Station,Mo-Sa 05:00-10:00,,Achimota New Station;Achimota Club House;PWD;Achimota Hospital;Golf Park;Polo;Christian Village;Kisseman Junction;Pure Fire;Airways Junction;Forestry Commission;GIMPA;Legon Barrier;18;Ayido;Legon Primary School;Night Market;Okponglo Roundabout;Legon Traffic Light;Okponglo;Legon First;Legon police station;Legon station,,30.0,10,0.0;1.0;2.0;3.0;4.0;5.0;6.0;7.0;8.0;9.0;10.0;11.0;12.0;13.0;14.0;15.0;16.0;17.0;18.0;19.0;20.0;21.0;22.0
212,Accra New Tema Station,Circle,Mo-Sa 05:00-10:00,,Accra New Tema Station;Old Tema Station;Tigo Office;Cathedral;Total;Mr. Biggs;Commercial Bank;Circle,,21.0,5.0,0.0;3.0;6.0;9.0;12.0;15.0;18.0;21.0
212,Circle,Accra New Tema Station,Mo-Sa 05:00-10:00,,Circle;Dance Bar;Adabraka Market;Teachers Hall;Tigo Office;Accra Technical University;Kinbu;Precious Minerals;Accra New Tema Station,,30.0,5.0,0.0;3.0;6.0;9.0;12.0;15.0;18.0;21.0;24.0
188,Asore Danho,Circle,Mo-Sa 05:00-10:00,,Dansoman Asoredanho;1 plus 1;Mataheko Pharmacy;Mataheko Police Quarters;JT;Kateco;First Light;Cocoa Clinic;Neoplan;Circle Last Stop,,33.0,10.0,0.0;3.0;6.0;9.0;12.0;15.0;18.0;21.0;24.0;27.0
188,Circle,Asore Danho,Mo-Sa 05:00-10:00,,Circle;Circle Neoplan Station;First Light;Hansonic Taxi Rank;Dansoman Asoredanho,,55.0,10.0,0.0;11.0;22.0;33.0;44.0
219,Abeka Lapaz,Circle Overhead,Mo-Sa 05:00-10:00,,Abeka Lapaz Last Stop;Abotare;Abeka Post Office;Fadama Junction;Eno;Fadama;Abeka Main Market;Free Pipe;Adom Junction;PnP Junction;Abeka Bcos Junction;Total;Tesano Gardens;Fitting Shop;Abeka Junction Curve;Abeka Junction;CAT;Alajo;Caprice;Circle Asoredanho;Circle,,31.0,5.0,0.0;1.0;2.0;3.0;4.0;5.0;6.0;7.0;8.0;9.0;10.0;11.0;12.0;13.0;14.0;15.0;16.0;17.0;18.0;19.0;20.0
219,Circle Overhead,Abeka Lapaz,Mo-Sa 05:00-10:00,,Circle Overhead;Circle Post Office;Circle Asoredanho;Caprice;Alajo;CAT;Abeka Junction;Abeka Junction Curve;Fitting Shop;Abrantie;Tesano Gardens;Total;Total Curve;Abeka Bcos Junction;PnP Junction;Adom Junction;Free Pipe;Abeka Main Market;Fadama;Eno;Fadama Junction;Abeka Post Office;Abotare;Abeka Lapaz Last Stop,,29.0,5.0,0.0;1.0;2.0;3.0;4.0;5.0;6.0;7.0;8.0;9.0;10.0;11.0;12.0;13.0;14.0;15.0;16.0;17.0;18.0;19.0;20.0;21.0;22.0;23.0
102,Madina Station,Achimota,Mo-Sa 05:00-10:00,,Madina;Atomic junction;Agbogba Junction;Supermarket;Haatso Junction;Barrier;Post Box;Pharmarcy;Flower pot;Clinic/ police container;Communication;Sign board;Westlands junction;Bridge;1st curve;2nd curve;Gimpa Junction;Airways Junction;Pure Fire;Kisseman Junction;Christian Village Jucntion;Polo;Golf Park;Achimota Hospital Curve;Achimota Hospital;PWD;Achimota Club House;Achimota Police Station Curve;Six Pillars;Achimota New Station,,69.0,10,0.0;2.0;4.0;6.0;8.0;10.0;12.0;14.0;16.0;18.0;20.0;22.0;24.0;26.0;28.0;30.0;32.0;34.0;36.0;38.0;40.0;42.0;44.0;46.0;48.0;50.0;52.0;54.0;56.0;58.0
102,Achimota,Madina Station,Mo-Sa 05:00-10:00,,Achimota New Station;Achimota Club House;PWD;Achimota Hospital;Golf Park;Polo;Christian Village;Kisseman Junction;Pure Fire;Airways Junction;Westlands junction;Allied fuel station;Supermarket;Ebenezer;Agbogba Junction;Madina Zongo Junction;Madina,,67.0,10,0.0;4.0;8.0;12.0;16.0;20.0;24.0;28.0;32.0;36.0;40.0;44.0;48.0;52.0;56.0;60.0;64.0
103,Mallam Attah,Achimota,Mo-Sa 05:00-10:00,,Mallam Attah;Nima Junction;Ghana Commercial Bank;Accra New Town (37 Station);Five Five;Nkansah Gyan;Taxi Rank;Kotobabi Police Station;Abavana;Pig Farm;Roman Ridge;Ebony;Dzorwulu Junction;Abelenkpe Junction;Abelenkpe Curve;Lotto Kiosk Abelenkpe;White House;Dua Ase;Village Gym;AMA;Junction;Marwako;Abofu Overhead;Abofu Market;Presby School;Achimota New Station,,46.0,10,0.0;2.0;4.0;6.0;8.0;10.0;12.0;14.0;16.0;18.0;20.0;22.0;24.0;26.0;28.0;30.0;32.0;34.0;36.0;38.0;40.0;42.0;44.0;46.0;48.0;50.0
103,Achimota,Mallam Attah,Mo-Sa 05:00-10:00,,Achimota New Station;Abelenkpe Curve;Abelemkpe Junction;Railway;Dzorwulu Junction;Ebony;Roman Ridge 1st;Roman Ridge 2nd;Pig Farm;Top Class;Club 1000;Abavana;Kotobabi Police Station;Taxi Rank;Nkansah Gyan;Five five;Master Chef;Agbadinar;Accra New Town (37 Station);Newtown Total;Lapaz Station;College;New Town;Mallam Attah,,32.0,10,0.0;1.0;2.0;3.0;4.0;5.0;6.0;7.0;8.0;9.0;10.0;11.0;12.0;13.0;14.0;15.0;16.0;17.0;18.0;19.0;20.0;21.0;22.0;23.0
112,Ashaiman Main Station,Achimota,Mo-Sa 05:00-10:00,,Ashaiman;Ashaiman Overhead;Manet;Tetteh Quarshie / Roundabout;Dzorwulu Junction;CP;Abofu;Achimota Overhead;Achimota Old Station;Achimota New Station,,84.0,10,0.0;8.0;16.0;24.0;32.0;40.0;48.0;56.0;64.0;72.0
112,Achimota,Ashaiman Main Station,Mo-Sa 05:00-10:00,,Achimota New Station;Forestry;GSL;Dzorwulu Junction;Airport Junction;Accra Mall;KICC;Trasacco;18 Junction;Abattoir;Ashaiman Overhead;Washing Bay;Ashaiman Traffic Junction;Ashaiman Police Station;Ashaiman Last Stop;Ashaiman,,46.0,10,0.0;3.0;6.0;9.0;12.0;15.0;18.0;21.0;24.0;27.0;30.0;33.0;36.0;39.0;42.0;45.0
155,Kaneshie,Akoto Lante,Mo-Sa 05:00-10:00,,Kaneshie Second Bridge;Pamprom;Abossey Okai;Total;Ayigbe Town;Mortuary;Junction;Boxing Arena;UTC;UTC;Agbado;Akoto Lante,,27.0,5.0,0.0;2.0;4.0;6.0;8.0;10.0;12.0;14.0;16.0;18.0;20.0;22.0
155,Akoto Lante,Kaneshie,Mo-Sa 05:00-10:00,,Akoto Lante;UTC;Accra Royal;Mortuary;Ayigbe Town;Total;Pamprom;Kaneshie Foot Bridge,,20.0,5.0,0.0;2.0;4.0;6.0;8.0;10.0;12.0;14.0
157,Circle,Alajo,Mo-Sa 05:00-10:00,,Circle (Alajo Station);Hubtel;Avalley;Caprice Juntion;Alajo Market;Filling Station;Taxi Rank Alajo;Pele;Alajo T-Junction,,12.0,10.0,0.0;1.0;2.0;3.0;4.0;5.0;6.0;7.0;8.0
157,Alajo,Circle,Mo-Sa 05:00-10:00,,Alajo T-Junction;Pele;Taxi Rank Alajo;Filling Station;Alajo Market;Alajo;Caprice;Caprice Juntion;Circle (Alajo Station),,26.0,10.0,0.0;3.0;6.0;9.0;12.0;15.0;18.0;21.0;24.0
163,Accra New Tema Station,Apapa,Mo-Sa 05:00-10:00,,Accra New Tema Station;Old Tema Station;Ministries;Labone;Coffee Shop;Amelia;Apapa,,37.0,10.0,0.0;5.0;10.0;15.0;20.0;25.0;30.0
163,Apapa,Accra New Tema Station,Mo-Sa 05:00-10:00,,Apapa;Labone;Bridge;Koala;Afridom;SSNIT;Osu Shell;Presby School Junction;Five junction;Ministries;Agric;Accra New Tema Station,,57.0,10.0,0.0;5.0;10.0;15.0;20.0;25.0;30.0;35.0;40.0;45.0;50.0;55.0
167,Kaneshie,Atico,Mo-Sa 05:00-10:00,,Kaneshie Market Station;Bazaza;Ola Balm;Cemetry;Bubuashie;Datus;Vulcanizer;Atico,,13.0,5.0,0.0;2.0;4.0;6.0;8.0;10.0;12.0;14.0
167,Atico,Kaneshie,Mo-Sa 05:00-10:00,,Atico;Pharmacy;Bubuashie;Obeyeyie;Cemetry;Ola Balm;Cottage;Bishop;Mighty Power;Ekutu Junction;Kaneshie Last Stop;Kaneshie Market Station,,16.0,5.0,0.0;1.0;2.0;3.0;4.0;5.0;6.0;7.0;8.0;9.0;10.0;11.0
395,Circle,Nima,Mo-Sa 05:00-10:00,,Circle;Circle Overhead;Mami Dokuno;Equip;Multi Choice;Kanda;Nima Police Station;Frankies Hotel Junction;Nima Mamobi;Nima Station,,21.0,5.0,0.0;2.0;4.0;6.0;8.0;10.0;12.0;14.0;16.0;18.0
395,Nima,Circle,Mo-Sa 05:00-10:00,,Nima Station;Nima Market;Nima Roundabout;Nima School Junction;Nima Police Station;Paloma;Equip;Circle,,18.0,5.0,0.0;2.0;4.0;6.0;8.0;10.0;12.0;14.0
391,Nima Maamobi,Accra New Town,Mo-Sa 05:00-10:00,,Nima Station;Nima Market;Nima Roundabout;New town,,16.0,10,0.0;4.0;8.0;12.0
391,Accra New Town,Nima Maamobi,Mo-Sa 05:00-10:00,,New Town;Nima Roundabout;Nima Station,,14.0,10,0.0;5.0;10.0
389,Madina,Accra New Town,Mo-Sa 05:00-10:00,,Madina;UPS;High Tension;Okponglo;Legon Second Gate;Shiashie;Spanner;Nyaho;Container First;Sign Board;Jack and Jill;SGS;Frensho;Power House;Pig Farm;Top Class;Club 1000;Abavana;Kotobabi Police Station;Taxi Rank;Nkansah Gyan;Five five;Master Chef;Agbadinar;Accra New Town (37 Station),,59.0,10.0,0.0;2.0;4.0;6.0;8.0;10.0;12.0;14.0;16.0;18.0;20.0;22.0;24.0;26.0;28.0;30.0;32.0;34.0;36.0;38.0;40.0;42.0;44.0;46.0;48.0
389,Accra New Town,Madina,Mo-Sa 05:00-10:00,,Accra New Town (37 Station);Five Five;Nkansah Gyan;Taxi Rank;Kotobabi Police Station;Abavana;Jack and Jill;Airport Second;Shangrila;Spanner;Shiashie;Okponglo;Legon First;Legon Second;UPS;Presec;Atomic First;Atomic Second;Fire Stone;Madina Zongo Junction;Madina,,53.0,10.0,0.0;3.0;6.0;9.0;12.0;15.0;18.0;21.0;24.0;27.0;30.0;33.0;36.0;39.0;42.0;45.0;48.0;51.0;54.0;57.0;60.0
351,Dome,Legon,Mo-Sa 05:00-10:00,,Dome;Dome Market;Adehyeman;Dome Crossing;Coca Cola;Transformer;Lebo;Koforidua House;Container;Parakuo;Cemetary;Damresco;Colf store;Christian Village;Kisseman Junction;Pure Fire;Airways Junction;Forestry Commission;GIMPA;Legon Barrier;18;Ayido;Legon Primary School;Night Market;Okponglo Roundabout;Legon Traffic Light;Okponglo;Legon First;Legon police station;Legon,,57.0,10.0,0.0;2.0;4.0;6.0;8.0;10.0;12.0;14.0;16.0;18.0;20.0;22.0;24.0;26.0;28.0;30.0;32.0;34.0;36.0;38.0;40.0;42.0;44.0;46.0;48.0;50.0;52.0;54.0;56.0;58.0
351,Legon,Dome,Mo-Sa 05:00-10:00,,Legon;Okponglo Roundabout;Night Market;Legon Primary School;University Primary Roundabout;Ayido;18;Legon Barrier;GIMPA;Forestry Commission;Airways Junction;Pure Fire;Kisseman Junction;Christian Village;Village First;Village Second;Cemetary;Parakuo;Vulcanizer;Kay Boat;Transformer;Dome Crossing;Adehyeman;Dome Market;Dome,,37.0,10.0,0.0;1.0;2.0;3.0;4.0;5.0;6.0;7.0;8.0;9.0;10.0;11.0;12.0;13.0;14.0;15.0;16.0;17.0;18.0;19.0;20.0;21.0;22.0;23.0;24.0
356,Achimota,Mallam Atta,Mo-Sa 05:00-10:00,,Achimota New Station;Abelenkpe Curve;Abelemkpe Junction;Railway;Dzorwulu Junction;Ebony;Roman Ridge 1st;Roman Ridge 2nd;Pig Farm;Club 1000;Abavana;Kotobabi Police Station;Taxi Rank;Nkansah Gyan;Five five;Master Chef;Agbadinar;Accra New Town (37 Station);Lapaz Station;College;New Town;Mallam Attah,,44.0,5.0,0.0;2.0;4.0;6.0;8.0;10.0;12.0;14.0;16.0;18.0;20.0;22.0;24.0;26.0;28.0;30.0;32.0;34.0;36.0;38.0;40.0;42.0
356,Mallam Atta,Achimota,Mo-Sa 05:00-10:00,,Mallam Attah;Nima Junction;Ghana Commercial Bank;Accra New Town (37 Station);Five Five;Nkansah Gyan;Taxi Rank;Kotobabi Police Station;Abavana;Pig Farm;Roman Ridge;Dzorwulu Junction;Abelenkpe Junction;Abelenkpe Curve;Lotto Kiosk Abelenkpe;White House;Dua Ase;Village Gym;AMA;Junction;Abofu Overhead;Abofu Market;Presby School;Achimota New Station,,46.0,5.0,0.0;2.0;4.0;6.0;8.0;10.0;12.0;14.0;16.0;18.0;20.0;22.0;24.0;26.0;28.0;30.0;32.0;34.0;36.0;38.0;40.0;42.0;44.0;46.0
114,Taifa,Achimota,Mo-Sa 05:00-10:00,,Taifa;Junction;Taifa Post Office;Taifa Junction;Ofankor Barrier;Income Tax;Spot M;Tantra Hills;St. Johns;Mile 7;ABC Junction;Neoplan;Achimota Overhead;Achimota New Station,,39.0,10,0.0;3.0;6.0;9.0;12.0;15.0;18.0;21.0;24.0;27.0;30.0;33.0;36.0;39.0
114,Achimota,Taifa,Mo-Sa 05:00-10:00,,Achimota New Station;Neoplan;ABC Junction;Mile 7;Best Point;Achimota Mall;St. Johns;St John's Second;Tantra Hills;Taifa Junction;Taifa Post Office;No way;Airport;Daavi;SDA;Taifa,,35.0,10,0.0;2.0;4.0;6.0;8.0;10.0;12.0;14.0;16.0;18.0;20.0;22.0;24.0;26.0;28.0;30.0
170,Accra Post Office,Banana Inn,Mo-Sa 05:00-10:00,,Accra Post Office;UTC;Korle-Bu Barber;Korle Bu;Total;New Station;Awotsɛ Kojo;Plaza;Mamprobi Shell;Rainbow;Mamprobi Methodist;Akoshi Junction Mamprobi;IBE;Abodoo Bridge;Banana Inn,,36.0,10.0,0.0;2.0;4.0;6.0;8.0;10.0;12.0;14.0;16.0;18.0;20.0;22.0;24.0;26.0;28.0
170,Banana Inn,Accra Post Office,Mo-Sa 05:00-10:00,,Banana Inn;Banana Inn Transformer;Abodoo Bridge;St.Marys;IBE;Akoshi Junction Mamprobi;Mamprobi Methodist;Abodwe;Rainbow;Mamprobi Post Office;Plaza;Electricity;Awotsɛ Kojo;New Station;Korle Bu;Korle-Bu Barber;Boxing Arena;UTC;UTC;Agbado;Akoto Lante;Ussher Fort;Salaga Market;Accra Post Office,,24,10.0,0.0;1.0;2.0;3.0;4.0;5.0;6.0;7.0;8.0;9.0;10.0;11.0;12.0;13.0;14.0;15.0;16.0;17.0;18.0;19.0;20.0;21.0;22.0;23.0
174,Circle,Bubiashie Ayigbe Town,Mo-Sa 05:00-10:00,,Circle;Circle Neoplan Station;Roundabout;Bazaza;Ola Balm;Cemetry;Bubiashie Ayigbe Town,,19.0,10,0.0;3.0;6.0;9.0;12.0;15.0;18.0
174,Bubiashie Ayigbe Town,Circle,Mo-Sa 05:00-10:00,,Bubiashie Ayigbe Town;Swanlake Last Stop;Swanlake;Light House;New Melcom;Circle Asoredanho;Circle,,16.0,10,0.0;2.0;4.0;6.0;8.0;10.0;12.0
193,Immesco Rice,Circle,Mo-Sa 05:00-10:00,,Immesco Rice;Melcom;New Melcom;Electricity Junction;Circle Asoredanho;Vodafone;Circle,,20.0,10,0.0;3.0;6.0;9.0;12.0;15.0;18.0
193,Circle,Immesco Rice,Mo-Sa 05:00-10:00,,Circle;Circle Neoplan Station;Times;Fan Milk Junction;Dannex;Latex Foam;SSB;Casajan;Ashfoam Junction;Access Bank;Melcom;Immesco Rice,,14.0,10,0.0;1.0;2.0;3.0;4.0;5.0;6.0;7.0;8.0;9.0;10.0;11.0
196,Kotobabi Down Polo Park,Circle,Mo-Sa 05:00-10:00,,Kotobabi Down (Polo Park);Tobinco Junction;Taxi Rank;Nkansah Gyan;Five five;Bakery;Mallam Attah Market;Roman Junction;Akoko Darko Junction;Caprice Juntion;Circle Lido,,61.0,10.0,0.0;6.0;12.0;18.0;24.0;30.0;36.0;42.0;48.0;54.0;60.0
